v_id;lon;lat;typ;voltage;frequency;name;operator;ref;wkt_srid_4326
392;7.175904445;51.47557827;substation;220000;;UW Stahlwerk ThyssenKrupp Nirosta;;;"SRID=4326;POINT(7.17590444499639 51.4755782661564)"
393;10.23164159;48.52976228;substation;"380000;110000";50;Umspannwerk Niederstotzingen;EnBW;;"SRID=4326;POINT(10.2316415853389 48.5297622821597)"
394;10.22243582;48.73672198;substation;"380000;110000";50;Umspannwerk Rotensohl;EnBW;;"SRID=4326;POINT(10.2224358208891 48.7367219779685)"
395;9.645335086;47.74459612;substation;"380000;110000";50;380kV-Umspannwerk Grünkraut;;;"SRID=4326;POINT(9.64533508631729 47.744596124126)"
396;10.40158691;48.50992975;substation;"380000;110000";50;Gundremmingen;LEW;Station 179 U;"SRID=4326;POINT(10.4015869070369 48.509929747715)"
397;8.809623355;50.20347479;substation;"380000;110000";;Umspannwerk Karben;TenneT;;"SRID=4326;POINT(8.80962335538861 50.2034747936076)"
398;9.725925061;54.28778589;substation;"380000;110000";50;Audorf;TenneT;;"SRID=4326;POINT(9.72592506135105 54.2877858945732)"
399;9.097114971;48.82777332;substation;"220000;110000";;Umspannwerk Weilimdorf;;;"SRID=4326;POINT(9.09711497138979 48.8277733233867)"
400;8.628864982;51.99363409;substation;"220000;110000";50;Umspannwerk Bielefeld Ost;Stadtwerke Bielefeld GmbH;;"SRID=4326;POINT(8.62886498196432 51.9936340947976)"
401;10.06040814;54.34877084;substation;"220000;110000";50;Umspannwerk Kiel West;TenneT;;"SRID=4326;POINT(10.0604081360095 54.3487708354365)"
402;9.44963659;53.9672865;substation;"220000;110000";50;Itzehoe/West;TenneT;;"SRID=4326;POINT(9.44963659025525 53.9672865006218)"
403;8.258859999;47.63421166;substation;"380000;220000;110000";50;Tiengen;Amprion;;"SRID=4326;POINT(8.25885999852837 47.634211656147)"
404;8.232112642;47.55608929;substation;"380000;220000";;Beznau;;;"SRID=4326;POINT(8.23211264237636 47.5560892850149)"
406;8.861525802;47.80643536;substation;"220000;110000";50;Beuren;;;"SRID=4326;POINT(8.8615258022405 47.8064353563593)"
407;13.14567298;55.50160262;substation;"400000;130000";;;;;"SRID=4326;POINT(13.1456729795316 55.5016026150068)"
408;10.802358;53.89754745;substation;"380000;110000";;HGÜ Baltic-Cable - Stromrichterstation Herrenwyk;;;"SRID=4326;POINT(10.802357996432 53.897547454034)"
409;9.21565021;48.85230536;substation;"380000;110000";50;Umspannwerk Mühlhausen;EnBW AG;;"SRID=4326;POINT(9.21565020993259 48.8523053561223)"
410;10.40128109;48.51460957;plant;;;Kernkraftwerk Gundremmingen;;KRB;"SRID=4326;POINT(10.4012810931809 48.5146095739848)"
411;8.737572695;51.70016931;substation;"220000;110000";50;Umspannwerk Paderborn Süd;TenneT;;"SRID=4326;POINT(8.7375726951153 51.7001693121241)"
412;10.6414678;53.91916268;substation;"220000;110000";50;Lübeck;"TenneT;Schleswig-Holstein Netz";;"SRID=4326;POINT(10.6414677999401 53.9191626781128)"
413;8.673717357;49.2904394;substation;"380000;220000;110000";50;Umspannwerk Wiesloch;EnBW;;"SRID=4326;POINT(8.67371735734288 49.2904393997661)"
414;9.487895118;53.63655778;substation;220000;50;Götzdorf;;;"SRID=4326;POINT(9.48789511822337 53.6365577774589)"
415;9.49151085;53.65809831;substation;220000;50;Abbenfleth;TenneT;;"SRID=4326;POINT(9.49151084954643 53.658098307544)"
416;7.472247859;47.64663242;substation;400000;;Poste électrique de Sierentz;;;"SRID=4326;POINT(7.47224785884145 47.6466324195086)"
417;13.44285421;48.43454642;substation;220000;;Freiluftschaltanlage KW Schärding-Neuhaus;;;"SRID=4326;POINT(13.4428542096901 48.4345464156274)"
418;13.71069014;48.51930518;substation;220000;;Jochenstein;;;"SRID=4326;POINT(13.7106901435785 48.5193051781923)"
419;6.025028818;54.35402869;substation;150000;;BorWin Alpha;BARD Engineering;;"SRID=4326;POINT(6.02502881768955 54.3540286881643)"
420;6.02503295;54.354933;substation;150000;;BorWin Beta;;;"SRID=4326;POINT(6.02503294993986 54.3549329994864)"
421;9.091835304;49.2946189;substation;"380000;220000;110000";50;Umspannwerk Hüffenhardt;;;"SRID=4326;POINT(9.09183530449903 49.2946188998807)"
422;8.663783203;49.36008741;substation;"220000;110000";50;Umspannanlage Heidelberg-Süd;Stadtwerke Heidelberg Netze GmbH;;"SRID=4326;POINT(8.66378320316657 49.3600874127032)"
423;7.959219544;47.57835998;plant;;;Kavernenkraftwerk Säckingen;Schluchseewerk AG;;"SRID=4326;POINT(7.95921954402561 47.5783599815231)"
424;8.349126131;49.01305215;substation;"220000;110000";50;Karlsruhe-West;;;"SRID=4326;POINT(8.34912613148193 49.0130521548118)"
425;10.42038961;52.16520045;substation;"220000;110000";50;;Salzgitter AG;;"SRID=4326;POINT(10.4203896078253 52.1652004518716)"
426;10.38847224;52.15136496;substation;220000;;;;;"SRID=4326;POINT(10.3884722351089 52.1513649609601)"
427;8.306262697;49.01282588;substation;380000;50;;EnBW AG;;"SRID=4326;POINT(8.30626269672421 49.0128258799272)"
429;6.216192989;50.91236183;substation;"380000;110000";50;Siersdorf;;;"SRID=4326;POINT(6.21619298912827 50.9123618338628)"
430;5.918527419;51.14842641;substation;380000;;380kV Maasbracht;TenneT;;"SRID=4326;POINT(5.91852741859707 51.148426414922)"
431;6.214015399;50.94389991;auxillary_T_node;380000;50;Kirchberg Süd;Amprion;;"SRID=4326;POINT(6.2140153990158 50.943899913974)"
432;10.96625845;47.2695305;substation;"220000;110000";;;TIWAG-Netz AG;;"SRID=4326;POINT(10.9662584489437 47.2695305015289)"
433;11.2777211;47.49587271;substation;"220000;110000";50;Umspannwerk Krün;E.ON Netz GmbH;;"SRID=4326;POINT(11.277721100358 47.4958727068203)"
434;11.28694392;47.49286252;auxillary_T_node;220000;50;Silz (AT) - Krün (DE) - Oberbrunn;;"250;251";"SRID=4326;POINT(11.2869439219167 47.4928625176028)"
435;13.50533693;52.47477891;auxillary_T_node;220000;50;302 Marzahn - Thyrow;50Hertz;302;"SRID=4326;POINT(13.5053369296479 52.4747789067655)"
438;8.248729073;48.84631656;substation;"220000;110000";50;220-kV-Umspannwerk Kuppenheim;;;"SRID=4326;POINT(8.24872907301797 48.846316555802)"
439;8.249750457;48.84917737;auxillary_T_node;220000;50;Daxlanden - Weier;EnBW;DAXLA-KUMRA-WEIER;"SRID=4326;POINT(8.24975045659741 48.8491773731136)"
440;9.459677479;53.8646575;auxillary_T_node;220000;50;202;TenneT;202;"SRID=4326;POINT(9.45967747872262 53.8646575042439)"
441;11.47039414;50.93039026;substation;"380000;110000";50;Großschwabhausen;"50Hertz;EON_TEAG";;"SRID=4326;POINT(11.4703941444441 50.9303902644171)"
442;11.42990658;50.91144646;auxillary_T_node;380000;50;415;50Hertz;415;"SRID=4326;POINT(11.4299065773025 50.9114464610955)"
443;7.254656882;53.02667163;substation;380000;50;Umspannwerk Rhede;TenneT;RHED;"SRID=4326;POINT(7.25465688214231 53.0266716315927)"
444;7.255017825;53.02671369;auxillary_T_node;380000;50;Emsland West;"Amprion;TenneT";305;"SRID=4326;POINT(7.25501782522347 53.0267136928067)"
445;7.371856394;52.19770671;auxillary_T_node;220000;50;Amelsbüren;Amprion;;"SRID=4326;POINT(7.37185639416872 52.1977067098446)"
446;13.39982883;53.79444781;substation;220000;50;Umspannwerk Windpark Iven;50Hertz Transmission;;"SRID=4326;POINT(13.3998288327093 53.7944478091186)"
447;13.39847092;53.79333188;auxillary_T_node;220000;50;316;50Hertz Transmission;316;"SRID=4326;POINT(13.3984709179978 53.7933318754816)"
448;7.424745246;51.45925839;auxillary_T_node;380000;50;Schwerterheide Nord;Amprion;;"SRID=4326;POINT(7.42474524551043 51.4592583943398)"
449;7.123360468;51.44734439;auxillary_T_node;380000;50;Oerkhaus West;Amprion;;"SRID=4326;POINT(7.12336046768833 51.4473443869048)"
450;7.416707973;51.45705219;substation;"380000;220000;110000";50;Station Kruckel;"RWE;DSW 21; AVU";;"SRID=4326;POINT(7.41670797342798 51.4570521949625)"
451;7.416582704;51.46078241;auxillary_T_node;380000;50;Witten West;Amprion;;"SRID=4326;POINT(7.41658270368128 51.4607824146291)"
452;6.531750041;50.39005131;substation;"380000;110000";;Station Dahlem;"Amprion; Westnetz";;"SRID=4326;POINT(6.53175004088497 50.3900513143006)"
453;6.533036621;50.39224278;auxillary_T_node;380000;50;Selhausen West;Amprion;;"SRID=4326;POINT(6.53303662114797 50.3922427776709)"
454;6.608792268;51.03467877;auxillary_T_node;380000;50;Neurath 2b;Amprion;;"SRID=4326;POINT(6.60879226770999 51.0346787720857)"
455;6.808906264;51.26860763;substation;380000;50;Station Rath;;;"SRID=4326;POINT(6.80890626354321 51.2686076250227)"
456;6.720331675;51.34412358;auxillary_T_node;380000;50;Meerbusch West;Amprion;;"SRID=4326;POINT(6.72033167479422 51.3441235773954)"
457;7.139374824;51.56083139;auxillary_T_node;220000;50;Hochlarmark West;Amprion;;"SRID=4326;POINT(7.13937482408986 51.5608313916517)"
458;7.41946378;51.45751009;auxillary_T_node;220000;50;Haarstrang Ost;Amprion;;"SRID=4326;POINT(7.41946378046051 51.4575100936229)"
459;7.195979344;51.41157531;substation;220000;;Station Welper;RWE;;"SRID=4326;POINT(7.19597934376965 51.4115753101187)"
460;7.17920271;51.42182448;auxillary_T_node;220000;50;Welper Ost;Amprion;;"SRID=4326;POINT(7.17920271018964 51.4218244823956)"
461;7.324279609;51.62138751;substation;220000;50;Rheinzink;;;"SRID=4326;POINT(7.3242796091518 51.6213875062827)"
462;7.343713434;51.613105;auxillary_T_node;220000;50;Elmenhorst Süd;Amprion;;"SRID=4326;POINT(7.34371343395865 51.6131049996992)"
463;6.522725489;51.32249547;auxillary_T_node;220000;50;Utfort West;Amprion;;"SRID=4326;POINT(6.52272548882226 51.3224954692993)"
464;6.963305488;50.83376294;substation;"220000;110000";50;Station Bollenacker;RWE;;"SRID=4326;POINT(6.96330548818137 50.8337629358461)"
465;6.929092691;50.84415297;auxillary_T_node;220000;50;Godorf Ost;Amprion;;"SRID=4326;POINT(6.92909269080674 50.8441529722133)"
466;7.095826777;50.82687169;substation;"220000;110000";;Station Stockem;Westnetz;;"SRID=4326;POINT(7.09582677727405 50.8268716856964)"
467;7.094357999;50.82696709;auxillary_T_node;220000;50;Gremberghoven Ost;Amprion;;"SRID=4326;POINT(7.09435799941442 50.8269670893312)"
468;6.577290594;51.55639122;substation;"220000;110000";50;Station Ossenberg;Amprion;;"SRID=4326;POINT(6.57729059429417 51.5563912150336)"
469;6.650667504;51.55370227;auxillary_T_node;220000;50;Wesel Ost;Amprion;;"SRID=4326;POINT(6.65066750417381 51.5537022721424)"
470;7.825990523;51.75006761;auxillary_T_node;380000;50;Uentrop Nord;Amprion;;"SRID=4326;POINT(7.82599052323945 51.7500676098869)"
471;6.928979054;50.843817;auxillary_T_node;220000;50;Olefin West;Amprion;;"SRID=4326;POINT(6.9289790539233 50.8438170036629)"
472;7.993959176;51.82309544;substation;"380000;110000";50;Station Enniger;Amprion;;"SRID=4326;POINT(7.99395917605221 51.8230954379067)"
473;7.834020833;51.7550404;auxillary_T_node;380000;50;Gersteinwerk Ost;Amprion;;"SRID=4326;POINT(7.83402083305878 51.7550404020937)"
474;9.145176882;52.85324645;substation;"220000;110000";50;Wechold;"TenneT TSO GmbH;Avacon AG";;"SRID=4326;POINT(9.14517688151449 52.8532464493029)"
475;9.137948016;52.84702699;auxillary_T_node;220000;50;Leitung 2010/2023;TenneT;1;"SRID=4326;POINT(9.13794801567189 52.8470269944345)"
476;8.318889297;52.06603747;substation;"220000;110000";50;Station Hesseln;RWE;;"SRID=4326;POINT(8.31888929686007 52.0660374671048)"
477;8.334667751;52.0705201;auxillary_T_node;220000;50;Halle West;Amprion;;"SRID=4326;POINT(8.33466775124759 52.0705200978987)"
478;7.981878408;51.67665157;auxillary_T_node;380000;50;Geithe West;Amprion;;"SRID=4326;POINT(7.98187840842773 51.6766515664854)"
479;9.9238299;51.89756179;substation;220000;50;Erzhausen;;;"SRID=4326;POINT(9.92382990036197 51.8975617892672)"
480;9.85241625;51.8987653;auxillary_T_node;220000;50;Leitung 2030/2001;TenneT;2030/2001;"SRID=4326;POINT(9.8524162497002 51.8987653028483)"
481;9.413681311;52.02748289;auxillary_T_node;380000;50;Leitung 3019/3026/3027;;"3019;3026;3027";"SRID=4326;POINT(9.41368131072443 52.0274828920508)"
482;10.35521499;52.17581102;auxillary_T_node;220000;50;Leitung 2019/2027/2029;TenneT;2;"SRID=4326;POINT(10.3552149923206 52.1758110157759)"
483;10.70273201;47.82645984;substation;"380000;110000";50;Umspannwerk Bidingen Nr. 697 S;LEW;;"SRID=4326;POINT(10.7027320091441 47.8264598353378)"
484;10.70374228;47.82641598;auxillary_T_node;380000;;K12;;;"SRID=4326;POINT(10.7037422782749 47.826415980499)"
485;10.1949335;47.97093691;substation;"220000;110000";50;Umspannwerk Memmingen;LEW;;"SRID=4326;POINT(10.1949335038034 47.9709369066385)"
486;10.64128682;48.02745123;substation;"220000;110000";50;Umspannstation Irsingen;;;"SRID=4326;POINT(10.6412868211872 48.027451234708)"
487;10.64180263;48.02584927;auxillary_T_node;220000;;;;O11;"SRID=4326;POINT(10.6418026309511 48.0258492685192)"
488;8.670099307;49.30920228;auxillary_T_node;380000;;HD-Neurott - Hüffenhardt;;;"SRID=4326;POINT(8.67009930715852 49.3092022842852)"
489;9.228088764;51.8124534;substation;"380000;110000";;Vörden;transpower;;"SRID=4326;POINT(9.22808876359609 51.8124534028391)"
490;9.231870113;51.81011909;auxillary_T_node;380000;;;TenneT;3012;"SRID=4326;POINT(9.23187011256161 51.810119094224)"
491;10.23416297;48.5289321;auxillary_T_node;380000;50;Delmensingen - Niederstotzingen - Rotensohl;;;"SRID=4326;POINT(10.2341629653667 48.5289320988725)"
492;8.735135799;50.15919157;substation;"220000;110000";;Umspannwerk Frankfurt Nord;"TenneT;Mainova";;"SRID=4326;POINT(8.73513579910005 50.1591915696539)"
493;8.872259691;50.12972533;substation;110000;50;Dörnigheim 110 kV;EON_Netz;DOEH;"SRID=4326;POINT(8.87225969129667 50.129725329782)"
494;8.743260619;50.16233798;auxillary_T_node;220000;;Staudinger - Dörnigheim - Frankfurt Nord;;;"SRID=4326;POINT(8.74326061918 50.1623379810729)"
496;7.449487014;50.40252597;substation;"380000;220000;110000";50;Station Weißenthurm;Amprion;;"SRID=4326;POINT(7.44948701423191 50.4025259728409)"
497;6.681463653;51.57765276;plant;;;Kraftwerk Voerde;evonik;;"SRID=4326;POINT(6.68146365257697 51.5776527635093)"
498;6.139820516;49.66859695;substation;"65000;220000;380000";50;Station Heisdorf;;;"SRID=4326;POINT(6.13982051606053 49.6685969450672)"
499;12.00741388;55.45150852;substation;400000;;Bjæverskov HVDC Kontek;Energinet.dk;;"SRID=4326;POINT(12.0074138795974 55.4515085212621)"
500;12.33742456;51.19695795;substation;"380000;110000";;Pulgar;"50 Hertz Transmission;Stadtwerke Leipzig";;"SRID=4326;POINT(12.3374245625186 51.1969579483496)"
501;7.752543441;47.53911336;substation;380000;;Asphard;ALPIQ AXPO;;"SRID=4326;POINT(7.7525434408724 47.5391133569052)"
502;10.66425897;49.97998589;substation;"380000;110000";;Umspannwerk Eltmann;Bayernwerk AG;ELT;"SRID=4326;POINT(10.6642589717763 49.9799858916058)"
503;11.10673423;49.97908173;substation;;;Umspannwerk Würgau;TenneT TSO GmbH;WG;"SRID=4326;POINT(11.106734232098 49.9790817250407)"
504;8.618627768;50.09224982;substation;380000;50;Umspannwerk Frankfurt Südwest;;;"SRID=4326;POINT(8.61862776799214 50.0922498216736)"
505;7.977753092;47.36722385;substation;;;Gösgen;;;"SRID=4326;POINT(7.97775309227087 47.3672238510066)"
506;8.183388529;47.59896022;substation;380000;;Leibstadt;;;"SRID=4326;POINT(8.18338852854702 47.5989602180392)"
507;8.183559617;47.60132377;plant;;;Kernkraftwerk Leibstadt;;;"SRID=4326;POINT(8.18355961654331 47.601323769444)"
508;7.971178635;47.54578335;substation;;;Münchwilen;;;"SRID=4326;POINT(7.97117863459035 47.5457833450791)"
509;7.672664893;47.52012525;substation;220000;;Lachmatt;;;"SRID=4326;POINT(7.67266489314443 47.5201252480429)"
510;7.648824349;47.09422083;substation;;;Bickigen;;;"SRID=4326;POINT(7.64882434914906 47.0942208251304)"
511;7.258806328;47.33764959;substation;"380000;220000";;Bassecourt;;;"SRID=4326;POINT(7.25880632792152 47.3376495939671)"
512;7.791881342;47.15494228;substation;220000;;Lindenholz;;;"SRID=4326;POINT(7.79188134171127 47.1549422792263)"
513;7.946588927;47.31752895;substation;;;Oftringen;;;"SRID=4326;POINT(7.94658892662442 47.3175289476011)"
514;7.973274971;47.36558632;substation;;;;;;"SRID=4326;POINT(7.97327497114949 47.365586324211)"
515;9.047412718;51.16778724;substation;400000;;;E.ON Kraftwerke GmbH;;"SRID=4326;POINT(9.04741271801621 51.1677872449186)"
516;9.050365138;51.16732387;substation;380000;50;;;;"SRID=4326;POINT(9.05036513764223 51.1673238667951)"
517;8.655950144;50.60360465;substation;"380000;110000";50;Umspannwerk Gießen Nord;;;"SRID=4326;POINT(8.65595014422814 50.6036046473842)"
518;9.256641246;51.0591793;auxillary_T_node;380000;50;;TenneT;3002;"SRID=4326;POINT(9.25664124635274 51.0591793040546)"
519;12.78923819;50.62705626;substation;"380000;110000";50;Umspannwerk Zwönitz;;Zw;"SRID=4326;POINT(12.789238190432 50.6270562614499)"
520;12.88124495;50.51864567;substation;380000;;Markersbach;;;"SRID=4326;POINT(12.881244953781 50.518645665309)"
521;12.82597207;50.6568444;auxillary_T_node;380000;;;50Hertz;577;"SRID=4326;POINT(12.8259720721456 50.656844395994)"
522;14.60447664;52.17449417;substation;"380000;110000";50;Eisenhüttenstadt;"50Hertz_Transmission;EON_edis";EH;"SRID=4326;POINT(14.604476638274 52.1744941686659)"
523;14.51120166;52.16160461;auxillary_T_node;380000;50;547 Neuenhagen - Preilack;50Hertz;547;"SRID=4326;POINT(14.5112016636857 52.1616046052254)"
